,CMA1,CMA2,CMA3,CMA4,CMA5,CMA6,CK1,CK2,CK3,CK4,CK5,CK6,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV6111,3,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Hyphomonadaceae,g__Asprobacter,Unassigned
ASV6112,1,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Propionibacteriales,f__Nocardioidaceae,Unassigned,Unassigned
ASV6113,4,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,Unassigned,Unassigned
ASV6114,3,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Firmicutes_D,c__Bacilli,Unassigned,Unassigned,Unassigned,Unassigned
ASV6115,1,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Gaiellales,f__Gaiellaceae,g__Palsa-739,s__Palsa-739 sp003139545
ASV6116,4,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV6117,2,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__GWC2-71-9,Unassigned,Unassigned
ASV6118,3,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales_616009,f__Xanthomonadaceae_616009,g__Pseudoxanthomonas_A_615282,Unassigned
ASV6119,2,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Clostridiales,f__Clostridiaceae_222000,g__Clostridium_P,s__Sarcina ventriculi
ASV6120,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__Membranicola,s__Membranicola marinus
ASV6121,2,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae_966727,g__Ferruginibacter,s__Ferruginibacter paludis
ASV6122,3,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia_401430,o__Acidimicrobiales,f__Microtrichaceae,Unassigned,Unassigned
ASV6123,3,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Myxococcota_A_473307,c__Polyangia_463783,o__Nannocystales,f__Nannocystaceae,g__Enhygromyxa,Unassigned
ASV6124,3,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,Unassigned,Unassigned,Unassigned
ASV6125,2,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Dependentiae,c__Babeliae,o__Babeliales,f__Babeliaceae,Unassigned,Unassigned
ASV6126,2,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_597437,f__Casimicrobiaceae,g__VBCG01,s__VBCG01 sp005881895
ASV6127,2,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,Unassigned,Unassigned
ASV6128,3,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Desulfobacterota_B,c__Binatia,o__UBA9968,f__UBA9968,Unassigned,Unassigned
ASV6129,2,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,Unassigned,Unassigned,Unassigned
ASV6130,1,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales_877923,f__Weeksellaceae,Unassigned,Unassigned
ASV6131,1,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales_A,f__Legionellaceae_A,Unassigned,Unassigned
ASV6132,2,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Oscillospiraceae_88309,Unassigned,Unassigned
ASV6133,1,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_597441,f__Methylophilaceae,g__RFPI01,s__RFPI01 sp009926205
ASV6134,2,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__UBA1924,g__DSSA01,Unassigned
ASV6135,1,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,Unassigned,Unassigned
ASV6136,1,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__14-2,Unassigned
ASV6137,4,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_592524,Unassigned,Unassigned,Unassigned
ASV6138,1,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides_H,Unassigned
ASV6139,1,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Deinococcota,c__Deinococci,o__Deinococcales,f__Deinococcaceae,g__Deinococcus_B,Unassigned
ASV6140,2,0,0,0,1,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae,Unassigned,Unassigned
ASV6141,1,0,0,0,1,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae,Unassigned,Unassigned
ASV6142,0,2,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Myxococcota_A_473307,c__Polyangia_463783,o__Polyangiales,f__Polyangiaceae,g__Palsa-1150,Unassigned
ASV6143,0,4,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae_966727,Unassigned,Unassigned
ASV6144,0,3,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__JAABRT01,s__JAABRT01 sp011390935
ASV6145,0,3,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Bdellovibrionota_E,c__Bdellovibrionia_A_473294,o__Bdellovibrionales,f__SG-bin7,g__SG-bin7,s__SG-bin7 sp002083485
ASV6146,0,4,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Acidobacteriota,c__Thermoanaerobaculia,Unassigned,Unassigned,Unassigned,Unassigned
ASV6147,0,3,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_504723,f__Aestuariivirgaceae,g__Nordella,Unassigned
ASV6148,0,3,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV6149,0,2,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV6150,0,4,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales_616009,f__Xanthomonadaceae_616009,Unassigned,Unassigned
ASV6151,0,4,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae_966727,Unassigned,Unassigned
ASV6152,0,3,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__Paenibacillales,f__Paenibacillaceae_367444,g__Paenibacillus_C,s__Paenibacillus_C agarexedens
ASV6153,0,2,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_504705,f__Xanthobacteraceae_503485,g__VAZQ01,s__VAZQ01 sp005883115
ASV6154,0,3,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales_A,f__Legionellaceae_A,Unassigned,Unassigned
ASV6155,0,4,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Bdellovibrionota_E,c__Bdellovibrionia_A_470743,o__UBA1018,f__UBA923,g__UBA923,s__UBA923 sp002387735
ASV6156,0,3,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV6157,0,3,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV6158,0,3,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Desulfobacterota_B,c__Binatia,o__Bin18,f__Bin18,g__JABFSC01,Unassigned
ASV6159,0,4,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Myxococcota_A_473307,c__Polyangia_463783,o__Polyangiales,f__Polyangiaceae,Unassigned,Unassigned
ASV6160,0,1,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Myxococcota_A_473307,c__Myxococcia,o__Myxococcales,f__40CM-4-68-19,g__40CM-4-68-19,s__40CM-4-68-19 sp005879535
ASV6161,0,1,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales_616009,f__Xanthomonadaceae_616009,Unassigned,Unassigned
ASV6162,0,3,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptosporangiales,f__Streptosporangiaceae,g__Sphaerisporangium_394618,Unassigned
ASV6163,0,4,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Desulfobacterota_B,c__Binatia,o__Bin18,f__Bin18,g__JABFSC01,Unassigned
ASV6164,0,3,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Peptostreptococcales,f__Peptostreptococcaceae_256921,g__Sporacetigenium,s__Sporacetigenium mesophilum
ASV6165,0,3,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Leuconostoc_B,Unassigned
ASV6166,0,2,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__Haloplasmatales_A,f__Haloplasmataceae,g__Haloplasma,s__Haloplasma contractile
ASV6167,0,4,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__Bacillales_D_310495,f__Amphibacillaceae,g__Terribacillus,s__Terribacillus saccharophilus
ASV6168,0,3,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,Unassigned,Unassigned
ASV6169,0,2,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_504723,f__Aestuariivirgaceae,g__Nordella,Unassigned
ASV6170,0,4,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia_401430,o__Acidimicrobiales,Unassigned,Unassigned,Unassigned
ASV6171,0,1,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Gaiellales,f__Gaiellaceae,g__AC-16,s__AC-16 sp005884575
ASV6172,0,4,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_592524,f__Burkholderiaceae_A_574870,g__Solimicrobium,s__Solimicrobium aquaticum
ASV6173,0,4,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Chloroflexota,c__Chloroflexia,o__Chloroflexales_407288,f__Roseiflexaceae,g__Kouleothrix,Unassigned
ASV6174,0,4,0,0,0,0,0,0,0,0,0,0,d__Bacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV6175,0,3,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Myxococcota_A_473307,c__UBA9160,o__UBA9160,Unassigned,Unassigned,Unassigned
ASV6176,0,4,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_597437,f__Casimicrobiaceae,g__VBCG01,s__VBCG01 sp005881895
ASV6177,0,1,0,0,0,0,0,0,0,0,0,0,d__Bacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV6178,0,3,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Gaiellales,f__Gaiellaceae,g__AC-16,s__AC-16 sp005884575
ASV6179,0,1,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Bdellovibrionota_E,c__Bdellovibrionia_A_470743,o__UBA1018,f__UBA1018,g__GWA1-52-35,s__GWA1-52-35 sp001769805
ASV6180,0,4,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__Bacillales_B_302584,f__DSM-1321_301386,g__Bacillus_AD,Unassigned
ASV6181,0,4,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__DSM-16500,f__DSM-16500,g__UBA4722,s__UBA4722 sp002404295
ASV6182,0,4,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV6183,0,3,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales_616009,f__Xanthomonadaceae_616009,g__Lysobacter_A_615995,Unassigned
ASV6184,0,2,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Nitrospirota_A_437815,c__Nitrospiria,o__Nitrospirales,f__NS-4,g__NS-12,s__NS-12 sp005877855
ASV6185,0,4,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Dependentiae,c__Babeliae,o__Babeliales,Unassigned,Unassigned,Unassigned
ASV6186,0,4,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Ferrovibrionales,f__Ferrovibrionaceae,g__Ferrovibrio,Unassigned
ASV6187,0,2,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,Unassigned,Unassigned
ASV6188,0,3,0,0,0,0,0,0,0,0,0,0,d__Bacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV6189,0,3,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Nitrospirota_A_437815,c__Nitrospiria,o__Nitrospirales,f__Nitrospiraceae,g__Palsa-1315,Unassigned
ASV6190,0,4,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales_A,f__Legionellaceae_A,Unassigned,Unassigned
ASV6191,0,4,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Myxococcota_A_473307,c__Polyangia_463783,o__Polyangiales,f__SLQV01,g__SLQV01,Unassigned
ASV6192,0,4,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_504705,f__Xanthobacteraceae_503485,Unassigned,Unassigned
ASV6193,0,3,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales_A,f__Legionellaceae_A,Unassigned,Unassigned
ASV6194,0,4,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales_616009,f__Xanthomonadaceae_616009,Unassigned,Unassigned
ASV6195,0,4,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_597437,f__Casimicrobiaceae,g__VBCG01,s__VBCG01 sp005881895
ASV6196,0,4,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__Lactobacillales,f__Aerococcaceae,g__Trichococcus,Unassigned
ASV6197,0,2,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__SbA1,g__Sulfotelmatobacter,s__Sulfotelmatobacter sp003166855
ASV6198,0,4,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV6199,0,2,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Myxococcota_A_473307,c__Polyangia_463783,o__Polyangiales,f__Polyangiaceae,Unassigned,Unassigned
ASV6200,0,3,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales_660879,f__Moraxellaceae,g__Acinetobacter,Unassigned
ASV6201,0,3,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV6202,0,3,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae_966727,Unassigned,Unassigned
ASV6203,0,4,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Myxococcota_A_473307,c__Polyangia_463783,o__Palsa-1104_A,f__Fen-1088,g__Fen-1137,s__Fen-1137 sp003142855
ASV6204,0,4,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Myxococcota_A_473307,c__Polyangia_463783,Unassigned,Unassigned,Unassigned,Unassigned
ASV6205,0,2,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Acidobacteriota,c__Thermoanaerobaculia,o__UBA5704,f__UBA5704,g__JACTMI01,s__JACTMI01 sp011525905
ASV6206,0,3,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Desulfobacterota_B,c__Binatia,o__UTPRO1,f__UTPRO1,g__UTPRO1,Unassigned
ASV6207,0,4,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Gaiellales,f__Gaiellaceae,g__Palsa-739,s__Palsa-739 sp003139545
ASV6208,0,4,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__DSM-16500,f__DSM-16500,g__UBA4722,s__UBA4722 sp002404295
ASV6209,0,3,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_504705,f__Xanthobacteraceae_503485,Unassigned,Unassigned
ASV6210,0,4,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__JAABRT01,s__JAABRT01 sp011390935
ASV6211,0,3,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV6212,0,3,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Myxococcota_A_473307,c__UBA796,o__UBA796,f__GCA-2862545,g__REDI01,s__REDI01 sp007693595
ASV6213,0,4,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__Solirubrobacteraceae_405308,g__Baekduia,Unassigned
ASV6214,0,3,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV6215,0,3,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Reyranellales,f__Reyranellaceae,g__Reyranella,Unassigned
ASV6216,0,3,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Nitrospirota_A_437815,c__Nitrospiria,o__Nitrospirales,f__Nitrospiraceae,g__Nitrospira_A,Unassigned
ASV6217,0,4,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_597437,f__Casimicrobiaceae,g__VBCG01,s__VBCG01 sp005881895
ASV6218,0,2,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales_616009,f__Xanthomonadaceae_616009,Unassigned,Unassigned
ASV6219,0,4,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_504705,f__Xanthobacteraceae_503485,g__FEB-22,s__FEB-22 sp003105195
ASV6220,0,4,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Bdellovibrionota_E,c__Bdellovibrionia_A_470743,o__UBA1018,f__UBA1018,g__GWA1-52-35,s__GWA1-52-35 sp001769805
ASV6221,0,1,0,0,0,0,0,0,0,0,0,0,d__Bacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV6222,0,3,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Gaiellales,f__Gaiellaceae,g__AC-16,s__AC-16 sp005884575
ASV6223,0,4,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Gaiellales,f__Gaiellaceae,g__AC-16,s__AC-16 sp005884575
ASV6224,0,3,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__AKYH767,f__B-17BO,g__UBA4416,s__UBA4416 sp002420145
ASV6225,0,2,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Pseudonocardiaceae,g__Pseudonocardia,Unassigned
ASV6226,0,3,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,Unassigned,Unassigned,Unassigned
ASV6227,0,4,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Desulfobacterota_G_459546,c__Desulfuromonadia,o__Geobacterales,f__Geobacteraceae,Unassigned,Unassigned
ASV6228,0,3,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Bdellovibrionota_E,c__Bdellovibrionia_A_470743,o__UBA1018,f__UBA1018,Unassigned,Unassigned
ASV6229,0,2,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Nakamurellaceae,g__Nakamurella,s__Nakamurella flavida
ASV6230,0,4,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Firmicutes_D,c__Bacilli,Unassigned,Unassigned,Unassigned,Unassigned
ASV6231,0,4,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Myxococcota_A_473307,c__Polyangia_463783,Unassigned,Unassigned,Unassigned,Unassigned
ASV6232,0,4,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Clostridiales,f__Clostridiaceae_222000,g__Clostridium_AD,Unassigned
ASV6233,0,2,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Gaiellales,f__Gaiellaceae,g__AC-16,s__AC-16 sp005884575
ASV6234,0,1,0,0,0,0,0,0,0,0,0,0,d__Bacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV6235,0,3,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV6236,0,3,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV6237,0,2,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales_A,f__Legionellaceae_A,g__Legionella_C,Unassigned
ASV6238,0,3,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae,g__ZC4RG24,s__ZC4RG24 sp003242685
ASV6239,0,3,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_597432,f__Rhodocyclaceae,Unassigned,Unassigned
ASV6240,0,3,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV6241,0,3,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,Unassigned,Unassigned
ASV6242,0,3,0,0,0,0,0,0,0,0,0,0,d__Bacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV6243,0,4,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Paracraurococcus_506929,s__Paracraurococcus ruber_A
ASV6244,0,4,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_592524,f__Burkholderiaceae_A_580492,g__Cupriavidus,s__Thermothrix thiopara
ASV6245,0,3,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Tissierellales,f__Tepidimicrobiaceae,g__Tepidimicrobium,Unassigned
ASV6246,0,4,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_592522,f__Burkholderiaceae_A_592522,g__Ramlibacter_588642,s__Caenimonas terrae
ASV6247,0,4,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__Paenibacillales,Unassigned,Unassigned,Unassigned
ASV6248,0,4,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_504705,f__Xanthobacteraceae_504693,g__Labrys_504693,s__Labrys soli
ASV6249,0,4,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,Unassigned,Unassigned
ASV6250,0,4,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__LD1,g__UBA7692,Unassigned
ASV6251,0,3,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__Paenibacillales,f__YIM-B00363,g__Paenibacillus_AE,s__Paenibacillus_AE antri
ASV6252,0,4,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Chlamydiota,c__Chlamydiia,o__Chlamydiales_778124,f__Rhabdochlamydiaceae,g__2-02-FULL-49-12,Unassigned
